City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,kerikeri,-35.2268,173.9474,16.62,83,78,2.31,NZ,1738753902
366,tingo maria,-9.2895,-76.0088,20.37,99,100,0.33,PE,1738753903
367,angaur state,6.906,134.13,27.45,77,100,3.71,PW,1738753905
368,san luis,-33.295,-66.3356,20.43,73,100,3.13,AR,1738753640
369,fortuna,40.5982,-124.1573,2.97,93,0,7.2,US,1738753907
370,iranshahr,27.2025,60.6848,21.26,11,0,3.65,IR,1738753802
371,vilyuchinsk,52.9306,158.4028,-3.38,98,84,7.22,RU,1738753909
372,nguigmi,14.2495,13.1092,29.99,10,3,7.95,NE,1738753910
373,leava,-14.3,-178.1667,28.32,69,76,0.62,WF,1738753911
374,concepcion,-36.827,-73.0498,15.89,82,100,1.03,CL,1738753640
375,dickinson,29.4608,-95.0513,20.58,92,100,0.0,US,1738753913
376,huittinen,61.1833,22.7,1.46,86,100,6.02,FI,1738753915
377,pitea,65.3172,21.4794,1.02,98,100,5.81,SE,1738753916
378,sinan,34.8262,126.1086,-1.4,68,100,12.05,KR,1738753917
379,broome,42.2506,-75.833,-7.41,81,100,3.6,US,1738753918
380,merizo village,13.2658,144.6691,27.31,86,99,9.76,GU,1738753920
381,ingeniero guillermo n. juarez,-23.9,-61.85,28.54,51,9,4.1,AR,1738753921
382,lubao,14.9167,120.55,27.84,72,75,4.55,PH,1738753922
383,ulan bator,47.9077,106.8832,-18.93,46,40,7.0,MN,1738753923
384,rio grande,-32.035,-52.0986,25.61,84,10,3.68,BR,1738753925
385,shiguai,40.7058,110.2856,-10.99,55,6,6.63,CN,1738753926
386,sungai raya,0.7,108.9,24.84,90,100,5.68,ID,1738753927
387,turinskaya sloboda,57.6232,64.3858,-4.11,95,92,1.72,RU,1738753929
388,lesnoy,57.6198,63.0784,-4.97,95,89,1.71,RU,1738753930
389,puerto deseado,-47.7503,-65.8938,15.63,63,50,9.9,AR,1738753804
390,happy valley-goose bay,53.3168,-60.3315,-22.83,64,20,2.06,CA,1738753933
391,khilok,51.3674,110.4676,-21.84,98,100,4.89,RU,1738753934
392,rabo de peixe,37.8,-25.5833,17.77,99,75,6.17,PT,1738753935
393,roma,43.2128,-75.4557,-12.92,72,40,0.0,US,1738753691
394,kulim,5.365,100.5618,28.61,82,100,3.49,MY,1738753937
395,lashio,22.9333,97.75,22.67,38,3,1.11,MM,1738753938
396,rutana,-3.8667,30.1,23.24,55,98,2.04,BI,1738753939
397,formosa do rio preto,-11.0483,-45.1931,22.6,66,68,1.87,BR,1738753940
398,khorinsk,52.1657,109.7726,-24.49,84,100,2.82,RU,1738753943
399,tanjung selor,2.8372,117.3642,23.96,96,100,0.83,ID,1738753944
400,nieuw amsterdam,5.8833,-55.0833,25.01,94,20,1.03,SR,1738753945
401,daruvar,45.5906,17.225,5.79,53,10,1.44,HR,1738753946
402,yarovoye,52.9273,78.58,-9.48,95,41,3.87,RU,1738753775
403,majene,-3.5403,118.9707,26.3,83,100,1.17,ID,1738753949
404,undurkhaan,47.3194,110.6556,-18.99,55,100,7.1,MN,1738753950
405,noshiro,40.2039,140.0242,-1.47,60,100,13.07,JP,1738753951
406,amarante do maranhao,-5.5667,-46.7422,23.43,90,36,0.72,BR,1738753952
407,kenai,60.5544,-151.2583,-12.97,92,0,1.54,US,1738753953
408,almeirim,-1.5233,-52.5817,22.46,92,87,0.69,BR,1738753954
409,qarauyl,48.9451,79.255,-14.46,98,81,3.29,KZ,1738753955
410,cofradia,15.4,-88.15,20.49,99,66,0.93,HN,1738753956
411,camocim,-2.9022,-40.8411,26.11,83,70,4.74,BR,1738753960
412,wynyard,-41.0,145.7167,16.77,80,55,1.79,AU,1738753961
413,mormugao,15.4,73.8,29.59,62,12,4.12,IN,1738753962
414,achinsk,56.2694,90.4993,-13.95,96,100,2.13,RU,1738753963
415,westport,41.1415,-73.3579,-2.69,63,0,3.6,US,1738753964
416,lysyye gory,51.5506,44.8414,-0.71,96,100,4.0,RU,1738753965
417,kibaha,-6.7667,38.9167,30.97,49,85,6.58,TZ,1738753757
418,matthew town,20.95,-73.6667,24.1,75,30,8.49,BS,1738753968
419,iyo,33.7514,132.7014,3.01,44,98,3.98,JP,1738753969
420,smithers,54.7804,-127.1743,-24.82,84,0,1.03,CA,1738753970
421,shijiang,27.0819,110.7933,9.36,68,100,1.43,CN,1738753971
422,abatskoye,56.2875,70.4555,-4.63,96,39,1.92,RU,1738753972
423,shenkursk,62.1091,42.896,-4.02,94,55,1.98,RU,1738753973
424,omdurman,15.6445,32.4777,33.42,23,0,5.83,SD,1738753974
425,saurimo,-9.6608,20.3916,25.62,63,100,1.65,AO,1738753977
426,dunedin,-45.8742,170.5036,15.45,92,100,0.89,NZ,1738753978
427,mezcala,20.9333,-102.75,11.44,37,0,0.99,MX,1738753979
428,hutang,31.5333,119.4833,4.28,33,91,4.65,CN,1738753980
429,vila franca do campo,37.7167,-25.4333,18.27,99,88,4.44,PT,1738753981
430,the pas,53.8251,-101.2541,-21.99,71,75,1.54,CA,1738753982
431,hlybokaye,55.1382,27.6879,-1.96,69,97,2.34,BY,1738753983
432,chonchi,-42.6128,-73.8092,13.4,89,99,1.44,CL,1738753984
433,bikenibeu village,1.3673,173.1241,26.98,83,20,6.69,KI,1738753986
434,terenozek,45.05,64.9833,0.53,43,100,7.0,KZ,1738753987
435,piracuruca,-3.9281,-41.7092,27.2,61,80,1.53,BR,1738753988
436,nikolayevsk-on-amure,53.1406,140.73,-5.12,93,100,8.59,RU,1738753989
437,magadan,59.5667,150.8,-23.05,78,14,2.73,RU,1738753990
438,kuta,-8.7233,115.1723,30.97,70,20,1.54,ID,1738753991
439,qulsary,46.9531,54.0198,-0.93,76,98,5.14,KZ,1738753992
440,muscat,23.6139,58.5922,23.28,43,0,4.35,OM,1738753994
441,olyokminsk,60.3736,120.4264,-32.69,100,81,1.69,RU,1738753995
442,youghal,51.95,-7.8506,6.91,71,100,1.66,IE,1738753996
443,ma'rib,15.4591,45.3253,27.28,6,6,3.66,YE,1738753997
444,sainte-anne-des-monts,49.124,-66.4924,-17.07,66,100,7.72,CA,1738753998
445,yanchep,-31.55,115.6833,24.2,67,13,6.68,AU,1738753809
446,chegdomyn,51.1167,133.0167,-14.1,82,100,3.38,RU,1738754003
447,camapua,-19.5314,-54.0439,22.68,92,99,2.72,BR,1738754005
448,la tuque,47.4334,-72.7824,-25.86,84,29,0.51,CA,1738753875
449,that phanom,16.9364,104.7104,26.08,41,1,0.78,TH,1738754007
450,chernyshevskiy,63.0128,112.4714,-36.09,99,100,1.2,RU,1738754008
451,la sarre,48.8002,-79.1996,-26.78,100,100,2.7,CA,1738754010
452,salalah,17.0151,54.0924,25.05,47,0,4.63,OM,1738754012
453,nizhnyaya poyma,56.1622,97.1933,-15.15,95,100,2.93,RU,1738754013
454,tommot,58.9564,126.2925,-37.54,100,40,0.37,RU,1738754014
455,huilong,31.8111,121.655,1.74,61,98,7.07,CN,1738754015
456,egilsstadir,65.2653,-14.3948,-1.05,64,0,4.12,IS,1738754016
457,revda,56.801,59.9303,-3.85,89,75,3.44,RU,1738754017
458,antonio enes,-16.2325,39.9086,29.33,67,99,5.85,MZ,1738754018
459,molln,53.6333,10.6833,5.16,69,100,4.63,DE,1738754020
460,gaiman,-43.2897,-65.4929,19.11,37,71,7.7,AR,1738754021
461,hamilton,39.1834,-84.5333,0.99,74,100,4.63,US,1738754022
462,moundsville,39.9203,-80.7431,-1.58,74,100,0.89,US,1738753933
463,la reforma,25.0833,-108.05,15.18,35,0,1.86,MX,1738754024
464,guarapari,-20.6667,-40.4975,26.07,67,0,4.71,BR,1738753981
465,yinchuan,38.4681,106.2731,-6.78,52,0,2.08,CN,1738753983
466,howard springs,-12.497,131.047,22.95,86,100,4.73,AU,1738754027
467,badger,64.8,-147.5333,-12.58,82,100,1.54,US,1738754029
468,kachug,53.9606,105.8817,-24.04,87,100,3.64,RU,1738754030
469,labuan bajo,-8.4964,119.8877,26.67,85,96,1.77,ID,1738754031
470,cortez,37.3489,-108.5859,5.94,60,0,3.09,US,1738754032
471,macouria,4.9167,-52.3667,24.97,94,75,0.51,GF,1738754033
472,pinheiro,-2.5214,-45.0825,25.54,91,93,1.47,BR,1738754034
473,dul'durga,50.6761,113.5931,-20.88,87,100,4.6,RU,1738754035
474,tamanrasset,22.785,5.5228,16.95,25,40,5.66,DZ,1738754036
475,amursk,50.2261,136.8994,-13.22,73,100,12.38,RU,1738754037
476,braslaw,55.644,27.0455,-1.2,66,99,3.15,BY,1738753818
477,kembe,4.6228,21.8865,38.56,14,90,0.35,CF,1738753878
478,bardoli,21.1167,73.1167,30.59,10,4,4.71,IN,1738754041
479,vieux-habitants,16.0589,-61.7659,24.61,76,6,3.98,GP,1738754042
480,alva,56.1528,-3.8051,2.69,79,16,3.38,GB,1738754043
481,gawler,-34.6,138.7333,21.72,53,0,2.65,AU,1738754044
482,alta,69.9689,23.2717,-8.41,82,100,12.96,NO,1738754045
483,greenwood,34.1668,-82.1165,8.09,93,0,0.0,US,1738753971
484,coatepeque,14.7,-91.8667,22.54,85,0,1.49,GT,1738754047
485,calama,-22.4667,-68.9333,11.27,54,61,6.17,CL,1738754049
486,taroa,8.7058,171.2275,27.3,85,89,10.87,MH,1738754050
487,utrik,11.2278,169.8474,26.55,85,78,9.85,MH,1738754051
488,kaoma,-14.7833,24.8,25.69,73,98,1.61,ZM,1738754052
489,sao joao da barra,-21.6403,-41.0511,28.05,84,0,6.61,BR,1738754053
490,inhambane,-23.865,35.3833,29.8,56,10,4.7,MZ,1738754054
491,serowe,-22.3833,26.7167,33.93,27,36,3.65,BW,1738754055
492,miandrivazo,-19.5167,45.4667,32.62,56,98,3.08,MG,1738754056
493,porsgrunn,59.1405,9.6561,8.01,58,39,4.48,NO,1738754057
494,huarmey,-10.0681,-78.1522,21.55,83,99,2.43,PE,1738754059
495,waspan,14.7419,-83.9717,21.46,98,100,1.51,NI,1738754013
496,nagato,34.3833,131.2,3.07,57,100,11.92,JP,1738754061
497,tutoia,-2.7619,-42.2744,26.2,86,65,4.35,BR,1738754063
498,porteirinha,-15.7433,-43.0283,21.88,65,0,0.84,BR,1738754064
499,beira,-19.8436,34.8389,29.42,62,70,3.68,MZ,1738754065
500,luziania,-16.2525,-47.9503,20.25,86,100,1.41,BR,1738754066
501,indramayu,-6.3264,108.32,27.08,83,34,8.63,ID,1738754068
502,yatou,37.15,122.3833,-6.38,60,49,4.46,CN,1738754069
503,hundested,55.9667,11.8667,7.22,83,84,1.34,DK,1738754070
504,coari,-4.085,-63.1414,23.02,99,100,2.37,BR,1738753969
505,pleiku,13.9833,108.0,18.67,76,8,3.71,VN,1738754072
506,grand falls-windsor,48.9332,-55.6649,-7.5,82,100,1.79,CA,1738754073
507,caleta de carquin,-11.0925,-77.6267,21.17,84,100,2.43,PE,1738754074
508,tura,25.5198,90.2201,24.64,38,2,1.69,IN,1738754075
509,novyy urgal,51.0736,132.5642,-11.49,73,100,4.18,RU,1738754076
510,orcopampa,-15.2661,-72.3417,7.58,80,95,1.68,PE,1738754078
511,parnu,58.3859,24.4971,1.05,86,100,5.66,EE,1738754079
512,libertad,8.9442,125.5019,23.63,95,100,1.28,PH,1738754080
513,pontianak,-0.0333,109.3333,26.99,83,75,4.63,ID,1738754081
514,polyarnyy,69.1989,33.4478,-8.8,92,100,13.64,RU,1738754082
515,lazdynai,54.9422,22.4897,3.73,66,82,2.77,RU,1738754083
516,genhe,50.7833,121.5167,-28.11,99,99,1.44,CN,1738754084
517,lame,10.4415,9.2396,30.51,6,53,3.43,NG,1738754085
518,sorong,-0.8833,131.25,27.36,82,100,5.27,ID,1738754086
519,coxen hole,16.3244,-86.5366,24.6,88,20,1.54,HN,1738754088
520,rawlins,41.7911,-107.2387,6.94,45,0,6.17,US,1738754089
521,staffanstorp,55.6428,13.2064,5.34,93,100,5.66,SE,1738754090
522,kalmunai,7.4167,81.8167,27.26,71,42,5.81,LK,1738754091
523,remire-montjoly,4.9167,-52.2667,25.02,94,75,0.51,GF,1738754092
524,shenjiamen,29.9576,122.298,7.74,61,38,8.28,CN,1738754037
525,amos,48.5669,-78.1162,-28.04,100,100,2.12,CA,1738754094
526,sisimiut,66.9395,-53.6735,-18.2,95,100,2.12,GL,1738754095
527,rundu,-17.9333,19.7667,31.07,40,96,3.09,NA,1738754088
528,neryungri,56.6709,124.6491,-36.04,99,35,1.71,RU,1738754099
529,nogliki,51.8333,143.1667,-2.56,94,100,14.03,RU,1738754100
530,coquimbo,-29.9533,-71.3436,17.85,94,20,2.06,CL,1738753828
531,maumere,-8.6199,122.2111,26.88,82,97,3.42,ID,1738754102
532,ulsteinvik,62.3432,5.8487,5.73,86,100,2.24,NO,1738754103
533,malpe,13.35,74.7167,28.76,59,19,5.71,IN,1738754104
534,kristiansund,63.1115,7.732,5.63,70,75,7.2,NO,1738754105
535,broken hill,-31.95,141.4333,31.92,27,2,4.94,AU,1738754107
536,desaguadero,-16.5656,-69.0417,7.28,78,12,2.77,PE,1738754108
537,ginebra,46.2022,6.1457,3.19,81,75,2.06,CH,1738754059
538,puquio,-14.7,-74.1333,7.84,86,99,2.89,PE,1738754110
539,imbituba,-28.24,-48.6703,25.5,76,97,1.37,BR,1738754111
540,fort st. john,56.2499,-120.8529,-31.06,69,40,2.06,CA,1738754112
541,puerto rosario,-24.45,-57.0833,27.31,67,30,2.29,PY,1738754113
542,pilar do sul,-23.8131,-47.7164,21.45,91,100,2.52,BR,1738754114
543,porto novo,6.4965,2.6036,31.9,51,45,4.98,BJ,1738754115
544,mochudi,-24.4167,26.15,36.76,24,3,2.22,BW,1738754117
545,mulchen,-37.7167,-72.2333,11.23,67,2,0.72,CL,1738753838
546,businga,3.3333,20.8833,40.0,16,41,1.17,CD,1738754119
547,aksu,41.1231,80.2644,-1.79,51,67,2.7,CN,1738754120
548,weno,7.4515,151.8468,27.97,74,75,4.12,FM,1738754121
549,yangzhou,32.3972,119.4358,3.25,42,87,2.81,CN,1738753876
550,korla,41.7597,86.1469,-4.48,64,78,0.67,CN,1738754124
551,ngaruawahia,-37.6674,175.1555,16.22,85,85,0.89,NZ,1738754125
552,floro,61.5996,5.0328,5.98,81,75,6.69,NO,1738754127
553,shingu,33.7333,135.9833,-0.44,59,16,6.31,JP,1738754128
554,bulancak,40.9372,38.2291,3.9,87,75,2.06,TR,1738754129
555,kwolla,8.9333,9.2833,36.54,7,37,2.01,NG,1738754130
556,poltar,48.4309,19.7941,4.27,43,18,1.5,SK,1738754131
557,vikhorevka,56.1201,101.1636,-23.44,95,100,1.54,RU,1738754132
558,tannum sands,-23.9504,151.3693,23.19,94,100,2.57,AU,1738754134
559,mar del plata,-38.0023,-57.5575,20.61,81,100,0.89,AR,1738753896
560,horta,38.5333,-28.6333,17.8,96,75,6.69,PT,1738754136
561,okhotsk,59.3833,143.3,-23.54,78,91,5.14,RU,1738754138
562,kamennomostskiy,44.2983,40.1856,2.27,52,76,3.0,RU,1738754139
563,mitu,1.1983,-70.1733,24.12,79,100,0.39,CO,1738754140
564,thinadhoo,0.5333,72.9333,27.77,68,24,5.0,MV,1738754141
565,aketi,2.7388,23.7833,36.8,28,100,0.54,CD,1738754143
566,banff,51.1762,-115.5698,-24.79,70,100,1.54,CA,1738754144
567,igbo-ora,7.4333,3.2833,34.79,33,81,2.43,NG,1738754145
568,bhawanipur,27.0179,85.0596,29.22,31,1,4.98,NP,1738754146
569,sarmiento,-45.5882,-69.07,13.75,42,43,2.03,AR,1738754147
570,cheremushki,52.8356,91.3944,-11.42,98,78,0.46,RU,1738754148
571,baiyin,36.5583,104.2081,-4.66,40,99,1.77,CN,1738754149
572,teluk nibung,3.001,99.8164,25.72,83,99,0.85,ID,1738754150
573,sandikli,38.4647,30.2695,-0.61,65,92,7.14,TR,1738754151
574,acarau,-2.8856,-40.12,25.91,85,90,4.95,BR,1738754153
575,ruma,45.0081,19.8222,5.86,49,8,2.5,RS,1738754154
576,peterhead,57.5058,-1.7981,5.28,71,19,6.8,GB,1738753893
577,puerto aysen,-45.4,-72.7,9.22,96,100,0.9,CL,1738754156
578,tosontsengel,48.7567,98.2839,-22.26,96,84,3.58,MN,1738754157
579,loukhi,66.0764,33.0381,-10.73,93,100,6.61,RU,1738754158
580,kruisfontein,-34.0033,24.7314,25.07,48,42,9.4,ZA,1738754159
581,selby,53.7833,-1.0667,6.8,76,61,5.06,GB,1738754160
582,balasore,21.4942,86.9317,28.57,54,99,4.25,IN,1738754161
583,ciudad constitucion,25.0369,-111.6644,11.18,94,0,3.23,MX,1738754163
584,uige,-7.6087,15.0613,22.98,83,100,0.57,AO,1738754164
585,saint-philippe,-21.3585,55.7679,28.95,79,36,2.95,RE,1738754165
586,malango,-2.9627,119.9001,20.64,93,100,1.14,ID,1738754166
587,tanout,14.9709,8.8879,29.71,6,15,7.92,NE,1738754167
588,kostomuksha,64.571,30.5767,-8.05,86,100,7.17,RU,1738754168
589,hami,42.8,93.45,-3.88,43,0,3.04,CN,1738754170
590,smirnovo,54.5125,69.4222,-4.31,96,98,3.12,KZ,1738754172
591,brigantine,39.4101,-74.3646,0.59,62,100,1.54,US,1738754167
592,mirny,62.5353,113.9611,-40.72,100,47,1.39,RU,1738754174
593,mesyagutovo,55.5303,58.2528,-2.2,85,100,2.66,RU,1738754175
594,mont-dore,-22.2833,166.5833,27.22,99,100,3.76,NC,1738754176
595,tidjikja,18.5564,-11.4271,22.69,14,0,8.27,MR,1738754177
596,katiola,8.1333,-5.1,34.38,12,8,3.08,CI,1738754178
